x_coor,y_coor,dip_azimuth,dip_angle,thick,throw,cdepth
249138.40806734015,591436.5048305956,119.46434463020526,69.81502511385952,178.254,36.1124,-2989.711
249127.52651642342,591455.7658639153,119.86068680819784,69.7816899828204,178.254,36.1124,-2989.711
249116.41993979953,591474.8041437586,120.65033398183145,69.71712451493588,178.254,36.11240000000001,-2989.733982085502
249105.0925472316,591493.6236900775,121.43061055804516,69.64232637621883,178.254,36.11240000000001,-2989.936159395307
249093.54854848317,591512.2285228254,122.20099555692413,69.54513782006873,178.254,36.11240000000001,-2990.3182085826643
249081.7921533175,591530.6226619545,122.96099015999305,69.41836976510639,178.254,36.11240000000001,-2990.8852262814826
249069.8275714981,591548.810127418,123.71011851543292,69.27000992179026,178.254,36.11240000000001,-2991.6367775233894
249057.6590127883,591566.7949391686,124.44792837365739,69.09872600251595,178.254,36.11240000000001,-2992.5494826543704
249045.29068695125,591584.5811171586,125.17399154700117,68.9155481813757,178.254,36.11240000000001,-2993.4697496286117
249032.7268037506,591602.1726813413,125.88790420973159,68.72496947153306,178.254,36.11240000000001,-2994.406124091838
249019.97157294943,591619.5736516687,126.58928703465605,68.53759919253764,178.254,36.11240000000001,-2995.3505640819762
249007.02920431134,591636.7880480941,127.27778517837099,68.3619858193112,178.254,36.11240000000001,-2996.2956746381724
248993.90390759966,591653.8198905704,127.95306812688273,68.20548399049294,178.254,36.11240000000001,-2997.252479687744
248980.59989257762,591670.6731990497,128.61482940240336,68.07928636129557,178.254,36.11240000000001,-2998.247088845482
248967.12136900867,591687.351993485,129.26278615188926,67.98673907847267,178.254,36.11240000000001,-2999.25147008899
248953.4725466561,591703.8602938289,129.89667862350677,67.94088695332475,178.254,36.11240000000001,-3000.2212429268848
248939.65763528322,591720.2021200341,130.51626954128616,67.94134432004385,178.254,36.11240000000001,-3001.1563570754174
248925.68084465363,591736.381492054,131.12134339603364,68.00195966449769,178.254,36.11240000000001,-3002.0269983061908
248911.54638453046,591752.4024298403,131.711705653336,68.11852894856655,178.254,36.11240000000001,-3002.796777644292
248897.2584646773,591768.2689533466,132.28718190118437,68.30404399909425,178.254,36.11240000000001,-3003.466114912395
248882.82129485716,591783.985082525,132.8476169414798,68.54997673997389,178.254,36.11240000000001,-3004.1016445100995
248868.23908483365,591799.5548373284,133.39287383639092,68.86634610243136,178.254,36.11240000000001,-3004.757512277743
248853.51604437016,591814.9822377097,133.92283292599646,69.24010997321453,178.254,36.11240000000001,-3005.4217749934564
248838.65638323,591830.2713036215,134.43739081569936,69.67619140431108,178.254,36.11240000000001,-3006.0279551049357
248823.66431117646,591845.4260550167,134.9364593523694,70.15785593335664,178.254,36.11240000000001,-3006.5944117600657
248808.5440379729,591860.4505118475,135.41996459051,70.68376778497824,178.254,36.11240000000001,-3007.10176861487
248793.29977338278,591875.3486940671,135.88784576038324,71.23573479809639,178.254,36.11240000000001,-3007.538848568457
248777.93572716933,591890.1246216282,136.34005424267056,71.80673642953798,178.254,36.11240000000001,-3008.019966942748
248762.45610909615,591904.7823144837,136.77655255470412,72.3804099075856,178.254,36.11240000000001,-3008.51616280218
248746.86512892638,591919.3257925857,137.19731335415736,72.94599880491508,178.254,36.11240000000001,-3008.7842287304475
248731.16699642333,591933.7590758872,137.60231846388675,73.49208534380965,178.1976421460723,36.182810569461,-3008.843633385497
248715.36592135055,591948.0861843411,137.99155792771768,74.00657508098213,177.95315571595313,36.488259190557585,-3008.7046970195966
248699.46611347128,591962.3111379,138.36502909057444,74.48470677357645,177.5278406418678,37.02102808204563,-3008.2948444575163
248683.47178254894,591976.4379565166,138.72273571090568,74.91520048306523,176.93859968158398,37.76323456106261,-3007.7416770610525
248667.38713834694,591990.470660144,139.06468711142836,75.29980751362075,176.22065343853356,38.67684437717163,-3007.3098852853022
248651.21639062848,592004.4132687342,139.39089736044897,75.62924283300273,175.5101525617471,39.60526804457761,-3007.0286551984896
248634.96374915694,592018.2698022403,139.70138449228227,75.909988796539,174.9562581404332,40.38144845763121,-3006.8594231863945
248618.6334236959,592032.0442806153,139.9961697698889,76.13450696644239,174.5901236460781,41.00770324600427,-3006.8067066963313
248602.22962400844,592045.7407238113,140.27527697869613,76.31143033498199,174.415767904082,41.47064602603006,-3006.8610610429446
248585.75655985816,592059.3631517818,140.5387317647564,76.43407902441406,174.4428890080203,41.74114785336427,-3007.0333597302256
248569.21844100824,592072.915584479,140.7865610107151,76.5113052713224,174.60712178570176,41.864751896627936,-3007.2566278447343
248552.61947722218,592086.4020418555,141.01879224743092,76.53718219999676,174.92309324928104,41.75950800635134,-3007.4858139004245
