x_coor,y_coor,dip_azimuth,dip_angle,thick,throw,cdepth
249082.92796193625,591428.8841550256,116.36630474200753,64.46241278647454,178.254,36.1124,-2989.711
249072.90965531446,591449.0957393347,116.82650109146967,65.96704875001794,178.254,36.1124,-2989.711
249062.6214158687,591469.0381238023,117.74542275768916,66.02982986777026,178.254,36.11240000000001,-2989.7719301710763
249052.06836289802,591488.7162015969,118.65596191604214,66.71084356574953,178.254,36.11240000000001,-2990.0465237406147
249041.2556157021,591508.1348658893,119.55730109774024,66.9288735467854,178.254,36.11240000000001,-2990.5744126435934
249030.18829358005,591527.2990098485,120.44864844150543,66.67291591441025,178.254,36.11240000000001,-2991.362225365988
249018.87151583136,591546.2135266443,121.32924020842796,66.57935203534038,178.254,36.11240000000001,-2992.379258525353
249007.31040175547,591564.8833094463,122.19834300261158,66.3879991042945,178.254,36.11240000000001,-2993.606478809642
248995.5100706516,591583.3132514238,123.0552556732865,65.6950684560569,178.254,36.11240000000001,-2994.878003256534
248983.47564181924,591601.508245747,123.89931090166962,64.88697304736785,178.254,36.11240000000001,-2996.110283399344
248971.21223455764,591619.4731855846,124.72987646286123,64.07368591464859,178.254,36.11240000000001,-2997.2941829769916
248958.7249681662,591637.212964107,125.54635616857901,62.954432644605134,178.254,36.11240000000001,-2998.458955524852
248946.01896194444,591654.7324744837,126.3481905009686,61.7464098561542,178.254,36.11240000000001,-2999.561496192002
248933.09933519148,591672.036609884,127.13485694008153,60.62191623904946,178.254,36.11240000000001,-3000.6124548505218
248919.97120720687,591689.1302634778,127.90587000877463,60.00203650223998,178.254,36.11240000000001,-3001.592871498715
248906.63969728997,591706.0183284346,128.66078104865645,59.844955046056704,178.254,36.11240000000001,-3002.5057869071443
248893.10992473998,591722.7056979237,129.3991777440432,59.99576500792109,178.254,36.11240000000001,-3003.355478759957
248879.38700885646,591739.1972651152,130.12068342347735,60.533669348811195,178.254,36.11240000000001,-3004.2480301702803
248865.4760689386,591755.497923178,130.82495615231034,61.241597684391856,178.254,36.11240000000001,-3005.1199361579474
248851.38222428603,591771.6125652827,131.51168764885287,61.70027867780916,178.254,36.11240000000001,-3005.9571625418644
248837.11059419782,591787.5460845982,132.18060204206358,62.06562988578382,178.254,36.11240000000001,-3006.787766349229
248822.66629797342,591803.303374294,132.83145449236164,62.41703933869725,178.254,36.11240000000001,-3007.763989929973
248808.05445491232,591818.8893275402,133.46402971052717,62.23990805556013,178.254,36.11240000000001,-3008.295649677503
248793.2801843139,591834.3088375062,134.07814038256296,61.783977609005206,178.06884543605906,36.34372247551707,-3008.4432777061056
248778.34860547743,591849.5667973617,134.67362552850338,61.28949006325353,177.59359077619027,36.940295971703215,-3008.3450504320595
248763.26483770215,591864.6681002759,135.25034881376118,60.748481305098764,176.8847106782411,37.83810906591839,-3008.0233168199898
248748.03400028768,591879.6176394189,135.80819683394037,60.41907193959511,176.1151370941731,38.841673624541166,-3007.4182989897654
248732.66121253316,591894.4203079598,136.34707738337246,60.66680983356039,175.31933035162297,39.95204513612741,-3007.0308668169623
248717.15159373824,591909.0809990687,136.86691772722264,61.385810955082626,174.72239790073925,40.93121730555249,-3006.8851440496974
248701.51026320207,591923.6046059151,137.3676628908343,62.28403940534593,174.49309999682578,41.52272392992908,-3006.958248100771
248685.74234022395,591937.9960216683,137.84927396977798,63.30211206719875,174.58519201668528,41.7645549208645,-3007.187932353776
248669.85294410342,591952.2601394982,138.3117264832588,64.4747950452702,174.86942991673146,41.74093071277358,-3007.4304791288378
248653.84719413976,591966.4018525741,138.7550087697709,65.72368526259221,175.00911447169545,41.38382066335685,-3007.519309545767
248637.7302096325,591980.4260540659,139.17912043462425,66.92894267110741,174.44507167087312,40.58489005406419,-3007.17634622643
248621.50710988074,591994.3376371432,139.584070856164,67.74852386495672,173.89940173586547,39.57557532185631,-3006.7968908839116
248605.1830141841,592008.1414949755,139.96987775396144,68.16142042347151,173.4095461057857,38.4351324543427,-3006.4130259067815
248588.76304184168,592021.8425207322,140.33656582246954,68.2047737054701,172.86712455838807,37.43843978863182,-3006.0170366743446
248572.252312153,592035.445607583,140.68416543296206,67.94703071260601,172.57440225615025,36.65246716682083,-3005.759943987267
248555.6559444175,592048.955648698,141.01271140858978,67.46352018254397,172.92836947835266,36.324034331601524,-3005.8277674668557
248538.97905793448,592062.3775372462,141.32224186434365,67.21032628341156,173.10001554863405,36.39072548744102,-3005.7609337663107
248522.2267720033,592075.7161663977,141.61279712216003,67.22191135432192,173.12104807118916,36.73938740995452,-3005.6049255564103
248505.40420592326,592088.9764293213,141.8844186950034,67.38824843949249,173.23604886725448,37.070584424794326,-3005.56604246009
248488.51647899378,592102.1632191874,142.1371483411387,67.69974560447689,173.3626073723156,37.438777879126704,-3005.5920519299048
248471.56871051437,592115.2814291655,142.37102719064634,68.18752781435147,173.5268380314078,37.775693692004616,-3005.695424454918
248454.56601978414,592128.3359524248,142.5860949323372,68.87486416553259,173.7627471435452,37.961047153515,-3005.914395915556
248437.51352610267,592141.3316821354,142.78238907391417,69.69884999487421,173.98878472339476,38.03713850942075,-3006.1856583001045
248420.41634876913,592154.2735114661,142.9599442626793,70.59050454632211,174.1364820186755,38.30113830847958,-3006.39903076455
248403.2796070831,592167.1663335874,143.1187916707913,71.59990416428708,174.32098653410839,38.780048699938774,-3006.6208546854464
248386.1084203438,592180.0150416684,143.25895844335446,72.73613443979842,174.48763821674598,39.39298155562141,-3006.8718923362544
248368.9079078506,592192.8245288788,143.38046720105962,73.77030188086927,174.6513642819702,40.200150563529895,-3007.1410150781094
