x_coor;y_coor;dip_azi;dip;thick;throw;depth_mid;h1;h2;h3;h4;h5;h6;h7;f_s1;f_s2;f_s3;f_s4;f_s5;f_s6;f_s7;f_d1;f_d2;f_d3;f_d4;f_d5;f_d6;f_d7;d_c1;d_c2;d_c3;d_c4;d_c5;d_c6;d_c7;sv_grad1;sv_grad2;sv_grad3;sv_grad4;sv_grad5;sv_grad6;sv_grad7;shsv1;shsv2;shsv3;shsv4;shsv5;shsv6;shsv7
246211.1824;594073.2825;38.53823533;72.32581755;189.6302481;18.03085358;-3017.44798;-2811.36;-2847.82;-2866.84;-2913.06;-2932.46;-3104.23;-3120.4;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
246166.6204;594090.0953;38.83942327;71.83013668;190.8311603;16.80801304;-3018.929589;-2812.59;-2849.36;-2866.87;-2914.56;-2932.76;-3107.1;-3121.74;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
246123.6896;594108.8797;39.4098395;71.80051717;192.2621393;16.13184681;-3020.153037;-2812.49;-2850.04;-2867.36;-2915.42;-2933.22;-3109.35;-3123.39;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
246082.8265;594130.1632;39.83830227;71.98956741;194.159124;15.65686188;-3020.952848;-2810.89;-2849.91;-2867.37;-2915.54;-2933.26;-3111.02;-3125.29;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
246044.6179;594154.655;40.05996265;71.94675659;196.9639677;14.64786465;-3020.996095;-2806.52;-2849.14;-2865.55;-2915.09;-2931.95;-3112.92;-3126.57;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
246009.911;594183.379;40.01458423;71.36779727;201.3426168;12.52366521;-3019.78036;-2797.31;-2846.57;-2860.56;-2913.29;-2928.07;-3114.81;-3126.64;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
245979.5692;594217.3788;39.44700321;70.37021134;207.6768136;9.290822335;-3016.903983;-2781.99;-2841.07;-2851.62;-2909.22;-2919.64;-3117.01;-3125.53;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
245953.5791;594256.6383;39.17409958;69.28256866;214.9648707;5.720103589;-3012.502951;-2769.53;-2833.95;-2840.16;-2902.11;-2907.77;-3118.28;-3123.18;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
245924.9621;594292.7227;39.74442022;68.36257287;221.0096744;2.753458133;-3007.218191;-2774.84;-2825.33;-2828.34;-2894.7;-2897.21;-3117.85;-3119.68;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
245887.9537;594318.6651;39.19576281;67.91046794;224.2540495;0.916200998;-3001.616211;-2778.51;-2817.43;-2818.33;-2888.61;-2888.92;-3114.5;-3114.5;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
245849.2338;594342.5389;38.20069372;68.06115613;224.7288678;0.179685384;-2996.25391;-2782.49;-2810.98;-2810.98;-2882.81;-2882.81;-3108.49;-3108.49;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
245810.9333;594366.9196;39.49978002;68.28144028;223.4237248;0.018779177;-2991.916137;-2786.34;-2806.61;-2806.61;-2879.21;-2879.21;-3102.87;-3102.87;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
245773.2398;594392.0339;42.07073407;68.20890727;221.6618691;0.000984753;-2989.18704;-2789.19;-2805.16;-2805.16;-2877.65;-2877.65;-3098.75;-3098.75;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
245738.4329;594420.6371;43.18507317;68.09216264;220.4986908;2.10E-05;-2988.006518;-2789.19;-2805.16;-2805.16;-2877.65;-2877.65;-3097.66;-3097.66;0.75;0.5;0.35;0.52;0.72;0.61;0.5;0.35;0.3;0.25;0.275;0.35;0.35;0.37;0.03;0.06;0.08;0.07;0.05;0.07;0.08;22;22;22;22;22;22;22;0.9;0.9;0.8;0.8;0.75;0.82;0.82
